2014,SFG,KCR,BAL,STL,LAA,DET,WSN,LAD,OAK,PIT
2013,BOS,STL,DET,LAD,TBR,OAK,PIT,ATL,CLE,CIN
2012,SFG,DET,NYY,STL,BAL,OAK,WSN,CIN,TEX,ATL
2011,STL,TEX,DET,MIL,NYY,TBR,PHI,ARI
2010,SFG,TEX,NYY,PHI,TBR,MIN,CIN,ATL
2009,NYY,PHI,LAA,LAD,MIN,BOS,STL,COL
2008,PHI,TBR,BOS,LAD,LAA,CHW,CHC,MIL
2007,BOS,COL,CLE,ARI,LAA,NYY,CHC,PHI
2006,STL,DET,OAK,NYM,NYY,MIN,LAD,SDP
2005,CHW,HOU,LAA,STL,BOS,NYY,SDP,ATL
2004,BOS,STL,NYY,HOU,LAA,MIN,LAD,ATL
2003,MIA,NYY,BOS,CHC,MIN,OAK,SFG,ATL
2002,LAA,SFG,MIN,STL,NYY,OAK,ATL,ARI
2001,ARI,NYY,SEA,ATL,CLE,OAK,HOU,STL
2000,NYY,NYM,SEA,STL,OAK,CHW,ATL,SFG
1999,NYY,ATL,BOS,NYM,CLE,TEX,HOU,ARI
1998,NYY,SDP,CLE,ATL,BOS,TEX,CHC,HOU
1997,MIA,CLE,BAL,ATL,NYY,SEA,SFG,HOU
1996,NYY,ATL,BAL,STL,CLE,TEX,LAD,SDP
1995,ATL,CLE,SEA,CIN,BOS,NYY,COL,LAD
1993,TOR,PHI,CHW,ATL
1992,TOR,ATL,OAK,PIT
1991,MIN,ATL,TOR,PIT
1990,CIN,OAK,BOS,PIT
1989,OAK,SFG,TOR,CHC
1988,LAD,OAK,BOS,NYM
1987,MIN,STL,DET,SFG
1986,NYM,BOS,LAA,HOU
1985,KCR,STL,TOR,LAD
1984,DET,SDP,KCR,CHC
1983,BAL,PHI,CHW,LAD
1982,STL,MIL,LAA,ATL
1981,LAD,NYY,OAK,WSN,MIL,KCR,PHI,HOU
1980,PHI,KCR,NYY,HOU
1979,PIT,BAL,LAA,CIN
1978,NYY,LAD,KCR,PHI